0.1, 2.52500012985144
0.2, 1.2999999541197
0.3, 0.908333392077791
0.4, 0.724984701164428
0.5, 0.62499917100227
0.6, 0.56667057681905
0.7, 0.532142792916336
0.8, 0.512500013810872
0.9, 0.502777759255005
1, 0.5
1.1, 0.502272857244265
1.2, 0.508333540432433
1.3, 0.517307892026507
1.4, 0.528571641652685
1.5, 0.541666507782199
1.6, 0.556249788794698
1.7, 0.572058573082254
1.8, 0.58888862258461
1.9, 0.606579090380676
2, 0.625000316518409
2.1, 0.644047924613408
2.2, 0.663636658896001
2.3, 0.683695942917309
2.4, 0.704168497046782
2.5, 0.72500184245584
2.6, 0.746155286484274
2.7, 0.767593829474533
2.8, 0.789286767814164
2.9, 0.811207794184194
